qtext,label,atext
Will the Chinese Stock Market continue to rise throughout 2015 ?,0,"While lounging by the pool at his gîte or casa rurale this summer , the Treasury s permanent secretary Nick Macpherson might have had a twinge or two about the Chinese stock market but he hasn t spent time worrying about the number of departments in Whitehall ."
Will the NYSE stop trading anytime in 2015 ?,1,Watch : NYSE Resumes Floor Trading
Will the NYSE stop trading anytime in 2015 ?,1,Watch : NYSE Halts All Trading
Will the NYSE stop trading anytime in 2015 ?,1,NYSE temporarily suspends trading of all securities
Will the NYSE stop trading anytime in 2015 ?,1,How Twitter reacted to NYSE ' glitch '
Will the NYSE stop trading anytime in 2015 ?,1,Watch : NYSE Trading Halted for Over 2 Hours
Will the NYSE stop trading anytime in 2015 ?,1,NYSE shutdown caused by engineers loading wrong software to system
Will the NYSE stop trading anytime in 2015 ?,1,NYSE shut down for nearly four hours by technical glitch
Will the NYSE stop trading anytime in 2015 ?,1,"NYSE shutdown : for traders , a lengthy smoke break and fretting over the future"
Will the NYSE stop trading anytime in 2015 ?,1,Stock trading closed on NYSE after glitch caused major outage as it happened
Will the NYSE stop trading anytime in 2015 ?,1,Watch : NYSE Trading Resumes ; United Airlines Flights Grounded for Hours Nationwide ; Facebook Makes Subtle Change to Icon
Will the NYSE stop trading anytime in 2015 ?,1,"Watch : NYSE Halts Trading Due to Technical Glitch , SC House Debates Confederate Flag , Federer Wins Quarterfinals Match"
Will the NYSE stop trading anytime in 2015 ?,1,The NYSE shut down for hours ; Baltimore ' s police commissioner fired by mayor .
Will the NYSE stop trading anytime in 2015 ?,1,System failure at New York Stock Exchange has attracted attention to swift and deep staffing cuts made since NYSE was purchased by Intercontinental Exchange in 2012 .
Will the NYSE stop trading anytime in 2015 ?,1,"NYSE stops trading over a major technical issue which has caused shutdown unprecedented in scale , but exchange says it was not caused by cyber breach"
Will the NYSE stop trading anytime in 2015 ?,1,The suspension is just one of seven NYSE closures since the founding of a predecessor exchange in 1817 .
Will the NYSE stop trading anytime in 2015 ?,1,"Not that reality stopped the Batman references Not the first time NYSE ' s had trouble Bane pic . twitter . com 6o74aQ6qne T Lawrence Hall ( @ peoplescrtic ) July 8 , 2015 or the 80s movie jokes : Are we sure the NYSE thing isn ' t these guys ?"
Will the NYSE stop trading anytime in 2015 ?,1,"United NYSE pic . twitter . com lMfA3uyJTU Tiffers ( @ tiffdoh ) July 8 , 2015 In a bit of unfortunate timing , the last post by United Airlines on Instagram was asking passengers to tell them where you fly to relax with this photo of the most relaxed plane ever ."
Will the NYSE stop trading anytime in 2015 ?,1,"Essentially , there is a lot of equivalent of duct-tape in the code , holding things together , she wrote after the NYSE outage ."
Will the NYSE stop trading anytime in 2015 ?,1,"After all , with the eurozone crisis still unresolved never mind uncertainties surrounding the impact of the Chinese stock market slide , the unexpected NYSE shutdown or faltering global growth reported by the IMF today , Osborne s measures may look like a spit into the wind in a very short time ."
Will the USA and Cuba reestablish diplomatic relations ?,1,"He jokingly referred to them as his ride home . 11 . 53am ET In July , the Pew Research Center published a poll which showed 73 of Americans now approve of the US re-establishing diplomatic relations with Cuba and a similar majority ( 72 ) favors the US ending its trade embargo against Cuba , which would allow U.S. companies to do business in Cuba and Cuban companies to do business in the US ."
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,Super Bowl XLIX : New England Patriots 28-24 Seattle Seahawks as it happened
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,Preview of Super Bowl XLIX between New England Patriots and Seattle Seahawks .
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,Super Bowl XLIX is less than a week away between the New England Patriots and Seattle Seahawks .
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,Tom Brady leads New England Patriots on a thrilling ride to Super Bowl XLIX win
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,"The weeks of preparation over , the New England Patriots and the Seattle Seahawks battled to the finish in Super Bowl XLIX before avid fans in Glendale , Ariz ."
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,"Inmates at Maricopa County Jail in Arizona , where Super Bowl XLIX between New England Patriots and Seattle Seahawks is being held , are allowed to watch the game on television under strict rules enforced by Sheriff Joe Arpaio ."
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,"Profile of Neil Graff , financial adviser who has unique tie to Seattle Seahawks and New England Patriots , two teams competing in Super Bowl XLIX ; Graff was starting quarterback for two New England Patriots games in 1975 and first preseason game in Seahawks history in 1976 ; Graff ' s NFL career was over by 1978 ."
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,"Dave Anderson Sports of The Times column observes that Seattle Seahawks Coach Pete Carroll has chance to join Weeb Ewbank and Jon Gruden as only coaches to win Super Bowl against teams that fired them , when Seahawks face New England Patriots in Super Bowl XLIX ."
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,"As the Seattle Seahawks and New England Patriots prepare to collide in Super Bowl XLIX , ESPN . com ' s crack staff of experts , writers , analysts , columnists and pundits boldly makes its predictions for the big game ."
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,Seattle Seahawks quarterback Russell Wilson said Tuesday he had no problem with the call to throw a pass that became the ill-fated interception in Super Bowl XLIX and gave the New England Patriots a 28-24 victory .
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,"PHOENIX If Tom Brady and the New England Patriots beat the Seattle Seahawks on Sunday in Super Bowl XLIX , Brady will match Joe Montana and former Pittsburgh Steelers quarterback Terry Bradshaw ' s mark of four championships , reigniting the debate over Brady ' s legacy and his rightful place in football history ."
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,The famously reticent Seattle Seahawks running back was as animated as ever when he joined New England Patriots tight end Rob Gronkowski on a segment for Conan O Brien s late-night talk show .
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,"For Pratt , a Seattle Seahawks fan , this would be his Star-Lord from Guardians of the Galaxy ; for Evans , who supports New England Patriots , it s Captain America ."
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,"For some New England Patriots fans , Sunday night s 28-24 victory over the Seattle Seahawks in Super Bowl XLIX must have felt like a replay of the end of the 2007 season ."
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,"Playoff permutations Division winners : Philadelphia Eagles , Green Bay Packers , New Orleans Saints , Seattle Seahawks NFC wild cards : Chicago Bears , San Francisco 49ers NFC Championship game : New Orleans Saints over Seattle Seahawks Super Bowl XLIX : New Orleans Saints over Indianapolis Colts"
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,New England Patriots win the Super Bowl as Seattle Seahawks blow it late on
Will the Seattle Seahawks defeat the New England Patriots in Super Bowl XLIX ?,0,"New England to face the Seattle Seahawks in Super Bowl XLIXLeGarrette Blunt , Tom Brady power New England in rout of Colts"
Will Mugabe retain power in Zimbabwe by elections in 2015 ?,1,What did it do when Mugabe went on an orgy of torture after he lost the parliamentary elections in Zimbabwe in 2008 ?
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,Usain Bolt overcame the doubters and the form book to defeat controversial rival Justin Gatlin and claim 100m gold at the World Athletics Championships in Beijing Sunday .
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,"Usain Bolt wins his third 100-meter world title , finishing one-hundredth of a second ahead of Justin Gatlin at track and field world championships in Beijing ."
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,BEIJING ( Reuters ) Usain Bolt and Justin Gatlin moved a step closer to their highly anticipated Beijing showdown when both eased through the 100 meters heats on the opening day of the world championships on Saturday .
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,It ' s being billed as the heavyweight showdown of sprinting but Usain Bolt and Justin Gatlin were just warming up on the opening day of the 2015 World Athletic Championships in Beijing on Saturday .
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,It ' s being billed as the heavyweight showdown of sprinting but Usain Bolt and Justin Gatlin were just warming up on the opening day of the 2015 World Athletic Championships in Beijing on Saturday .
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,"BEIJING ( Reuters ) In-form American Justin Gatlin should beat Usain Bolt to win both the sprints at the world championships but it would be foolhardy to write off the Jamaican , three-times world 100 meters world champion Maurice Greene said on Friday ."
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,Jamaican sprinter Usain Bolt is knocked over by cameraman on Segway scooter immediately after winning 200 meters at world track and field championships in Beijing ; is uninjured and good-natured about fall ; beat his main challenger American Justin Gatlin in both 100 and 200 meters to win 10th world championship gold medal .
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,Justin Gatlin could not get close to Usain Bolt in the 200m final in Beijing but it appears he might have had better luck if he had been on a Segway and armed with a camera .
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,"He hasn t even said : I m against doping in the sport . . Video : Usain Bolt on Justin Gatlin he talks a lot Cram , winner of the 1500m at the inaugural world championships in 1983 , said Bolt had saved the sport with his victory over Gatlin , adding : Bolt is popular because of his lack of arrogance , Gatlin has been unpopular because of his lack of contrition . During the world championships Gatlin s camp decided it was best to say nothing about his past attempts to make amends because he wanted to focus on the track ."
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,"US athlete Justin Gatlin gives his reaction after winning the silver medal , 0 . 01 seconds behind Usain Bolt in the World Athletics Championships in Beijing ."
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,"For two years Justin Gatlin has been the undisputed king of sprinting as well as athletics most notorious character but , cometh the hour , cometh Usain Bolt by the narrowest of margins in a messily thrilling 100m world championships final ."
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,Usain Bolt pull off a stunning performance to beat Justin Gatlin in the final of the men s 100m while the Jessica Ennis-Hill won gold in the heptathlonReport : Usain Bolt beats Justin Gatlin to 100m goldReport : Jessica Ennis-Hill wins gold in Beijing
Will Justin Gatlin beat Usain Bolt at the 2015 World Championships in Beijing ?,0,"Photograph : Aflo REX Shutterstock Aflo REX Shutterstock Updated at 12 . 16pm BST 12 . 10pm BST While we wait for Simon to be released from the iron grip of Football Weekly , Owen Gibson has the latest news from Beijing where Justin Gatlin has vowed to boycott the BBC and other British media at the championships in protest at their biased reports of his clash with Usain Bolt : The US sprinter , twice suspended for taking banned substances , was narrowly beaten by just one hundredth of a second by Bolt in a race that had been characterised as a battle for the soul of the sport or a clash between good and evil ."
Will Hillary Clinton enter the race for the 2016 presidency ?,1,Hillary Clinton to give 2016 race a jolt with announcement set for Sunday
Will Hillary Clinton enter the race for the 2016 presidency ?,1,"Male politicians always play up gender in their races . Hillary Clinton can , too"
Will Hillary Clinton enter the race for the 2016 presidency ?,1,Hillary Clinton plus the presidency adds up to far more than a symbol
Will Hillary Clinton enter the race for the 2016 presidency ?,1,"In nearby New Hampshire , Hillary Clinton has been retracing the steps of her husband in the Democratic primary race ."
Will Hillary Clinton enter the race for the 2016 presidency ?,1,"Updated at 1 . 28pm ET 12 . 59pm ET White House press secretary Josh Earnest says President Obama has not endorsed Hillary Clinton yet There are other people who are friends of the President who may decide to get into the race , he says , according to Fox News Joy Lin ."
Will Hillary Clinton enter the race for the 2016 presidency ?,1,"Marco Rubio officially entered the race for the White House on Monday , declaring that yesterday is over and that the 2016 US presidential campaign would pose a generational choice ostensibly toward what the Florida senator called a new American future but also between himself , Hillary Clinton and Jeb Bush ."
Will Hillary Clinton enter the race for the 2016 presidency ?,1,"His entry into the race will no doubt raise the bar of competition , help make us all stronger , and ultimately ensure that the GOP nominee is equipped to beat Hillary Clinton and to take back the White House for Republicans in 2016 . 11 . 57am ET About a year ago , Rand Paul said he was not sure anybody exactly knows why the climate is changing and called the science on climate change not conclusive . Whether and how Paul defends or amplifies those kinds of statements as his campaign progresses may determine how much crowds like this one of climate protesters outside his rally today multiply : Across the street from Rand Paul ' s 2016 announcement protesters drape sheets calling him out RE : climate change : pic . twitter . com 46Br45Cs0e Frank Thorp V ( @ frankthorpNBC ) April 7 , 2015 ( h t : @ kaylaepstein ) Updated at 11 . 57am ET 11 . 38am ET Following today s announcement , Paul is scheduled to barnstorm through four early voting states : New Hampshire , South Carolina , Iowa and Nevada ."
Will the Giants win the World Series in 2014 ?,1,Giants celebrate World Series win
Will the Giants win the World Series in 2014 ?,1,San Francisco Giants beat Kansas City Royals 11-4 in Game Four to level the best-of-seven World Series at 2-2 .
Will the Giants win the World Series in 2014 ?,1,"Preview of 2014 World Series between San Francisco Giants and Kansas City Royals , which will feature two wild-card teams for the first time since 2002 ."
Will the Giants win the World Series in 2014 ?,1,Bumgarner Gets Nod for Giants World Series Opener
Will the Giants win the World Series in 2014 ?,1,"At 1-All , World Series Moves to Quirky Giants Park"
Will the Giants win the World Series in 2014 ?,1,SAN FRANCISCO ( Reuters ) The San Francisco Giants scored three runs in the sixth inning to move to the brink of a return to the World Series with a come-from-behind 6-4 victory over the St Louis Cardinals on Wednesday .
Will the Giants win the World Series in 2014 ?,1,KANSAS CITY Missouri ( Reuters ) The San Francisco Giants beat the Kansas City Royals 3-2 on Wednesday behind a stunning performance by Madison Bumgarner to win their third World Series title in five seasons .
Will the Giants win the World Series in 2014 ?,1,World Series 2014 : Royals Crush Giants and Force Game 7
Will the Giants win the World Series in 2014 ?,1,Giants Win World Series With Game 7 Victory Over Royals
Will the Giants win the World Series in 2014 ?,1,Giants 16-hit salvo stuns RoyalsWorld Series tied 2-2Game 5 on Sunday
Will the Giants win the World Series in 2014 ?,1,San Francisco Giants 0-10 Kansas City Royals : 2014 World Series as it happened
Will the Giants win the World Series in 2014 ?,1,World Series 2014 : Madison Bumgarner pitches Giants past Royals for title
Will the Giants win the World Series in 2014 ?,1,San Francisco Giants v Kansas City Royals : 2014 World Series guide
Will the Giants win the World Series in 2014 ?,1,"Meanwhile the Giants have piled on some 16 runs while receiving a historic performance from Madison Bumgarner , who now has a pair of big W s in this Fall Classic , giving up just one run in 31 career World Series innings and that was the garbage time homer to Perez in Game 1 THAT S IT"
Will the Giants win the World Series in 2014 ?,1,San Francisco Giants 3-2 Kansas City Royals : 2014 World Series as it happened
Will the Giants win the World Series in 2014 ?,1,Royals and Giants enter World Series with similar confidence despite different pasts
Will the Giants win the World Series in 2014 ?,1,San Francisco Giants 2-7 Kansas City Royals : 2014 World Series as it happened
Will the Giants win the World Series in 2014 ?,1,San Francisco Giants 7-1 Kansas City Royals : 2014 World Series Game 1 as it happened
Will the Giants win the World Series in 2014 ?,1,San Francisco Giants win World Series with game 7 win over Kansas City
Will the Giants win the World Series in 2014 ?,1,"Madison Bumgarner , Giants beat Royals in World Series Game 1 , 7-1"
Will the Giants win the World Series in 2014 ?,1,"Sandoval , nicknamed Kung Fu Panda and a veteran of the team s World Series titles in 2010 and 2012 , had suffered an indifferent regular season but the 2012 MVP came up with his first two-hit game since August , emphatically tossing his bat after his single put the Giants ahead ."
Will the Giants win the World Series in 2014 ?,1,Giants fans brave the rain to honor their World Series heroes
Will the Giants win the World Series in 2014 ?,1,The Kansas City Royals must win their World Series game tonight against the San Francisco Giants to keep alive their hopes of winning the Fall Classic for the first time in 29 years .
Will the Giants win the World Series in 2014 ?,1,Giants go with Juan Perez over Travis Ishikawa in left field in World Series Game 7
Will the Giants win the World Series in 2014 ?,1,"With 3rd World Series championship in 5 years , Giants certainly will earn dynasty distinction"
Will the Giants win the World Series in 2014 ?,1,"The San Francisco Giants beat the St Louis Cardinals to advance to a third Series in five years , but the rags-to-riches story was about perennial underachievers the Kansas City Royals , who clean-swept their way past the Los Angeles Angels and the Baltimore Orioles to reach their first World Series for 29 years ."
Will the Giants win the World Series in 2014 ?,1,Game 7 starters : Hudson set to pitch for Giants vs Guthrie and Royals in World Series rematch
Will the Giants win the World Series in 2014 ?,1,"Bring on Game 7 : Ventura , Cain lead Royals over Giants 10-0 , forcing World Series to limit"
Will the Giants win the World Series in 2014 ?,1,Giants fan who caught home run ball sending team to World Series gives it to player who hit it
Will the Giants win the World Series in 2014 ?,1,"No victory parade in SF ; Giants watch Royals parade around bases , force World Series to Game 7"
Will the Giants win the World Series in 2014 ?,1,San Francisco Giants are preparing to contend for 2014 World Series title after winning it in 2010 and 2012 .
Will the Giants win the World Series in 2014 ?,1,"Down 3-2 in World Series and back home , Royals hope to light up Giants and clubhouse deer"
Will the Giants win the World Series in 2014 ?,1,"Bring on Game 7 : Ventura , Cain lead Royals over Giants 10-0 , forcing World Series to limit"
Will the Giants win the World Series in 2014 ?,1,"The Library of Congress revealed newsreel footage of Game 7 of the 1924 World Series between the Washington Senators and the New York Giants , a day before the Nationals-Giants opener in an N.L."
Will the Giants win the World Series in 2014 ?,1,"San Francisco Giants ace Madison Bumgarner earned the World Series MVP after he threw nearly five perfect innings Wednesday , leading the Giants to a 3-2 win over the Kansas City Royals and their third title in five years ."
Will the Giants win the World Series in 2014 ?,1,President Obama welcomed the 2014 World Series Champion San Francisco Giants to the White House for the third time in five years .
Will the Giants win the World Series in 2014 ?,1,The Red Sox are ready to sign Los Angeles Dodgers infielder Hanley Ramirez and San Francisco Giants World Series hero Pablo Sandoval on big-money deals
Will the Giants win the World Series in 2014 ?,1,"Game 7 of the World Series between San Francisco Giants and Kansas City Royals is seen by an average of of 23 . 5 million viewers , most to view a Series game since Game 7 in 2011 ."
Will the Giants win the World Series in 2014 ?,1,"San Francisco Giants beat St Louis Cardinals , 6-3 , to capture National League pennant with 4-1 Championship Series win and head to World Series for third time in five seasons ."
Will the Giants win the World Series in 2014 ?,1,"( Reuters ) The waiting game will soon be over for the Kansas City Royals , who last played for the World Series crown 29 years ago and who host the San Francisco Giants in Tuesday ' s opener of Major League Baseball ' s championship series ."
Will the Giants win the World Series in 2014 ?,1,The Giants are looking for their third World Series title in the past five seasons while the Cardinals are looking for their second World Series title and third World Series appearance in the past five seasons .
Will the Giants win the World Series in 2014 ?,1,"San Francisco Giants capture their third World Series title in five years , defeating Kansas City Royals , 3-2 , in Game 7 ; Giants pitcher Madison Bumgarner earns the save after throwing five scoreless innings in relief and is named most valuable player of series ."
Will the Giants win the World Series in 2014 ?,1,Richard Sandomir TV Sports column holds that MLB ' s 2014 postseason viewership has seen marked decline ; predicts week ratings for World Series between San Francisco Giants and Kansas City Royals .
Will the Giants win the World Series in 2014 ?,1,"As the San Francisco Giants head into a World Series against the Kansas City Royals , 104 . 5 KFOG and 96 . 5 KOIT have vowed to keep their adversary s makeshift anthem off the city s airwaves ."
Will the Giants win the World Series in 2014 ?,1,"KANSAS CITY Missouri ( Reuters ) While Madison Bumgarner has won justifiable praise for his dominant World Series pitching , teammates Pablo Sandoval and Hunter Pence have come up big for the San Francisco Giants with their bats ."
Will the Giants win the World Series in 2014 ?,1,"SAN FRANCISCO ( Reuters ) Two people were shot , one was stabbed and around 40 were arrested as celebrations in San Francisco for the Giants victory in the World Series turned violent overnight , police said on Thursday ."
Will the Giants win the World Series in 2014 ?,1,"( Reuters ) At least two Northern California radio stations have pledged not to play New Zealand artist Lorde ' s song "" Royals , "" in solidarity with the San Francisco Giants during their World Series matchup with the Kansas City Royals ."
Will the Giants win the World Series in 2014 ?,1,SAN FRANCISCO California ( Reuters ) The San Francisco Giants battered Kansas City ' s second tier relievers to turn a three-run deficit into an 11-4 blowout on Saturday and level the best-of-seven World Series at 2-2 .
Will the Giants win the World Series in 2014 ?,1,St Louis Cardinals and San Francisco Giants have combined to win the last four National League pennants and three of the last four World Series titles ; other baseball items noted .
Will the Giants win the World Series in 2014 ?,1,Edge : Giants Manager : Bruce Bochy has guided his team to two unlikely World Series titles and three NLCS appearances in five years .
Will the Giants win the World Series in 2014 ?,1,San Francisco pitcher Madison Bumgarner saved the day and the World Series for the Giants with a Game Seven effort that capped a record-breaking performance in the Fall Classic .
Will the Giants win the World Series in 2014 ?,1,"Tyler Kepner On Baseball column holds that while the San Francisco Giants seem in top form to repeat World Series success of 2010 and 2012 , notion of facing Kansas City Royals on the road for Game 7 remains daunting ."
Will the Giants win the World Series in 2014 ?,1,( Reuters ) One of Major League Baseball ' s wildest postseasons heads into its final chapter as the Kansas City Royals and San Francisco Giants tangle in an unlikely World Series matchup .
Will the Giants win the World Series in 2014 ?,1,"KANSAS CITY Missouri ( Reuters ) Madison Bumgarner had his fun , while the Royals vowed to bounce back after the San Francisco Giants brought Kansas City ' s perfect postseason to an emphatic end with a 7-1 win in Tuesday ' s World Series opener ."
Will the Giants win the World Series in 2014 ?,1,"Profile of San Francisco Giants bullpen catcher Bill Hayes , one of the oldest , and longest-tenured , bullpen catchers in Major League Baseball ; Hayes is within reach of his third World Series ring in five years ."
Will the Giants win the World Series in 2014 ?,1,KANSAS CITY ( Reuters ) The San Francisco Giants brought Kansas City Royals ' perfect postseason to a shuddering end with an emphatic 7-1 win in the opening game of the World Series on Tuesday .
Will the Giants win the World Series in 2014 ?,1,KANSAS CITY Missouri ( Reuters ) Success starved Kansas City Royals supporters packed Kauffman Stadium for Game One of the World Series against the San Francisco Giants on Tuesday with none more excited than South Korean superfan Lee Sung-woo .
Will the Giants win the World Series in 2014 ?,1,"Tyler Kepner On Baseball column celebrates San Francisco Giants pitcher Madison Bumgarner , whose masterly relief pitching in Game 7 helped Giants defeat Kansas City Royals , 3-2 , to win World Series ; notes Bumgarner , who shut out the Royals on two hits for the final five innings , also beat the Royals in Game 1 and fired a shutout in Game 5 , earning him the World Series most valuable player title ."
Will the Giants win the World Series in 2014 ?,1,"Luther Taylor , a pioneering pitcher at Kansas School for the Deaf from 1884-1895 , could neither hear nor speak but helped New York Giants win their first World Series in 1905 ; colorful and charismatic character remains a unique link between Kansas City and the Giants ."
Will the Giants win the World Series in 2014 ?,1,"Tyler Kepner On Baseball column on San Francisco Giants general manager Brian Sabean , who , for the past 18 years , has helped reinvent the organization as baseball continues to evolve ; Giants have won championships in 2010 and 2012 , and are currently leading 2014 World Series against Kansas City Royals ."
Did Serena Williams win the 2015 Miami Open ?,1,Dominant Serena Williams takes Miami Open crown
Did Serena Williams win the 2015 Miami Open ?,1,Serena Williams Outlasts Simona Halep to Advance to Miami Open Final
Did Serena Williams win the 2015 Miami Open ?,1,Serena Williams Outlasts Simona Halep to Advance to Miami Open Final
Did Serena Williams win the 2015 Miami Open ?,1,Serena Williams v Carla Suárez Navarro : Miami Open as it happened
Did Serena Williams win the 2015 Miami Open ?,1,Serena Williams defeats Sabine Lisicki to reach semifinals at Miami Open tennis tournament .
Did Serena Williams win the 2015 Miami Open ?,1,"Serena Williams beats 15-year-old American CiCi Bellis 6-1 , 6-1 at Miami Open"
Did Serena Williams win the 2015 Miami Open ?,1,"Serena Williams wins her 700th WTA Tour match , beating Sabine Lisicki to earn a place in the Miami Open semifinals ."
Did Serena Williams win the 2015 Miami Open ?,1,Andy Murray faces Tomas Berdych in the Miami Open semi-finals as Serena Williams claims her 700th career win .
Did Serena Williams win the 2015 Miami Open ?,1,Serena Williams cruised to the eighth Miami Open title triumph of her career Saturday thanks to a convincing 6-2 6-0 win over Spain ' s Carla Suarez Navarro .
