4.6	react, or respond to a call, command, or stimulus	react to a stimulus or command.
3.4	provide with a soundtrack or voiceover	provide (movies) with a soundtrack of a foreign language.
4.4	a lever that activates a firing mechanism, especially with a firearm	lever that activates the firing mechanism of a gun.
4.85	Advance; contribute to the progress or growth of.	contribute to the progress or growth of.
0	cause someone's attention, goals, thought to turn in another direction	occupy in an agreeable, entertaining or pleasant fashion.
0	The human act of making something new.	the event that occurred at the beginning of something.
4.6	move or gather in a hive	move together in a hive or as if in a hive.
4	rinse one's mouth with mouthwash, gargle	rinse one's mouth and throat with mouthwash.
4.6	Provide or equip specifically with furniture.	provide or equip with furniture.
2	Make or create something for a specific function.	make out of components (often in an improvising manner).
4.8	lowest employee salary permitted by law	the lowest wage that an employer is allowed to pay; determined by contract or by law.
4.2	watery rot on produce caused by fungus	soft watery rot in fruits and vegetables caused by fungi.
4.4	room where work or repairs are done	room where work is done.
4.4	Sever or remove by pinching or snipping; tend by cutting.	sever or remove by pinching or snipping.
2.8	compress out of shape or into small pieces	become injured, broken, or distorted by pressure.
4.4	a single tall stone, e.g., obelisk or monument	a single great stone (often in the form of a column or obelisk).
4.2	(cause to) gradually become weak	cause to grow thin or weak.
4.7	move or execute very quickly or hastily	run or move very quickly or hastily.
4.8	Prove or suggest to be false or incorrect.	prove to be false or incorrect.
2.8	(cause to) be overlaid with something	provide with a covering or cause to be covered.
3.4	carry as a backpack, go backpacking	carry, as on one's back.
3.2	(Cause to) separate into constituents, weaken, or destroy specifically by soaking.	separate into constituents by soaking.
4.6	GRATE ON: gnaw into emotionally; make resentful or angry.	gnaw into; make resentful or angry.
4.6	glare or strike with intensity	glare or strike with great intensity.
4.2	rightful portion or stake of something	(law) a right or legal share of something; a financial involvement with something.
4.6	Be shiny; be a physical or metaphorical source of light.	shine brightly, like a star or a light.
3.6	the rotating motion of an object	rotary motion of an object around its own axis.
4.4	a romantic partner, girlfriend or boyfriend	(slang) a person's girlfriend or boyfriend.
5	grip, penetrate or tear off with or as if with the teeth or jaws	to grip, cut off, or tear with or as if with the teeth or jaws.
1.2	exceed or surpass, go beyond, be greater than something	pass by, over, or under without making contact.
4.2	the outermost part of a car or truck wheel	the outer part of a wheel to which the tire is attached.
4.4	turn in to get something in exchange	to turn in (vouchers or coupons) and receive something in exchange.
5	the act of perceiving a scent	the act of perceiving the odor of something.
4.4	relative darkness of a color	relative darkness or lightness of a color.
2.8	express or transform in a new form or language	change from one form or medium into another.
3.6	freshen, to make fresh; refreshen	become or make oneself fresh again.
3.8	a work area for manufacturing or repair work	small workplace where handcrafts or manufacturing are done.
4.6	fall between two taxonomic groups	be intermediate between two taxonomic groups.
4.6	bubble over with a certain feeling	overflow with a certain feeling.
4	scoop up, as if with a ladle	scoop up by plunging one's hand or a ladle below the surface.
4.2	The action of opposing some other social or military force.	the military action of resisting the enemy's advance.
2.4	Incline or bend; changle configuration.	to incline or bend from a vertical position.
4.6	(cause to) spray or wet with a spurt of liquid	wet with a spurt of liquid.
4.6	To move (the head or body) quickly downwards or away (from something).	to move (the head or body) quickly downwards or away.
3.8	a specified portion of a whole	one of several parts or pieces that fit with others to constitute a whole object.
4.4	Join or attach (as if) with glue, possibly to cover the surface of an object.	join or attach with or as if with glue.
3.4	move from one location to another	transfer from one place or period to another.
4.8	to make a great mental or physical effort	make a great effort at a mental or physical task.
3.2	FISHING-exhaust by allowing to pull on the line	exhaust by allowing to pull on the line.
4.8	completely use up a resource	use up the whole supply of.
4.4	secure and protect a lifeform, maintain from injury or harm	maintain in safety from injury, harm, or danger.
2.8	a local non-residential college offering two years of courses	a nonresidential junior college offering a curriculum fitted to the needs of the community.
5	Throw a glance at; take a brief look at or examine hastily.	throw a glance at; take a brief look at.
4.5	an air force military unit, smaller than a squadron	an air force unit smaller than a squadron.
0.4	interfere with someone else's activity	destroy the peace or tranquility of.
4.4	assign to or arrange into categories	arrange or order by classes or categories.
4.8	be eligible or suitable, meet requirements for/as	prove capable or fit; meet requirements.
4.6	Treat a substance with some agent; add an agent to.	treat with an agent; add (an agent) to.
4.8	build, make by combining materials or parts	make by combining materials and parts.
2.4	make colder, or icy, using ice	cause to become ice or icy.
3.5	provide a seat or base for	show to a seat; assign a seat for.
4.4	Expose to air as to cool, freshen, or allow to escape.	expose to cool or cold air so as to cool or freshen.
5	the act of perpetrating a crime	the act of committing a crime.
5	support by placing on or against something solid	support by placing against something solid or rigid.
0.2	not succeed in achieving some abstract thing	fail to make money in a business; make a loss or fail to profit.
3.4	a pointed instrument for writing, stylus	a pointed tool for writing or drawing or engraving.
4.8	partake or provide a banquet	partake in a feast or banquet.
4.6	a participant who is a beginner in some activity	any new participant in some activity.
3.4	fasten by passing a rope through or around something	fasten by passing through a hole or around something.
4.6	line up or make parallel; bring into proper adjustment	place in a line or arrange so as to be parallel or straight.
2.8	the act of enumerating or tallying a total	the act of counting; reciting numbers in ascending order.
4.8	remove substances from a liquid or solution	remove a constituent from a liquid.
5	study intensively as if preparing for a test	study intensively, as before an exam.
4.6	decide the amount to be paid on an insurance claim	decide how much is to be paid on an insurance claim.
2	bribe, make payments to in exchange for benefits	obtain by purchase; acquire by means of a financial transaction.
2.2	a detention center for prisoners or drunks	a cell for violent prisoners.
5	a small gift or souvenir given to guests at a party	souvenir consisting of a small gift given to a guest at a party.
5	Run at a moderately swift pace, as for exercise.	run at a moderately swift pace.
4.6	Oppose or approach, as in hostility or competition	oppose, as in hostility or a competition.
3.6	the techniques and principles of artistic composition using paints	creating a picture with paints.
3.6	owned territory of a sovereign government	the territory occupied by a nation.
5	(Cause to) change from a gas to a liquid.	cause a gas or vapor to change into a liquid.
4.4	an operation that groups items according to specific criteria	an operation that segregates items into groups according to a specified criterion.
4.4	Force to go away by blinking one eye.	force to go away by blinking.
2.8	the tactile (touch) quality something has	the sensation produced by pressure receptors in the skin.
3.2	Manipulate or move something in order to operate.	cause to go on or to be engaged or set in operation.
4.6	drag loosely along a surface, trail	drag loosely along a surface; allow to sweep the ground.
4	Influence or control skillfully and often deviously.	influence or control shrewdly or deviously.
5	Cause to be perplexed or mentally confounded.	cause to be perplexed or confounded.
3.8	symbolize, serve as an example of	serve as a means of expressing something.
1.6	the activity of removing a resource	the act of decreasing something markedly.
3.6	pass (a thread) through or into,on or as if on a string	thread on or as if on a string.
4.6	changing one thing for another	the act of changing one thing for another thing.
5	lack of agreement, not harmonious	lack of agreement or harmony.
4	build, make by combining materials or parts	put together out of artificial or natural components or parts.
4.2	the act or capability of seeing	the act of looking or seeing or observing.
4.2	an assertion offered as evidence, a line of reasoning	a fact or assertion offered as evidence that something is true.
4.2	stain with a dirty substance	stain with a dirty substance, such as soot.
4.8	Appoint, ordain to a clerical post	appoint to a clerical posts.
3.6	expect, predict, or forsee something in the future	make a prediction about; tell in advance.
4.4	state or explain the meaning	give a definition for the meaning of a word.
3.6	immerse briefly into liquid or container	immerse briefly into a liquid so as to wet, coat, or saturate.
3.8	A contract granting use or occupation of property under certain terms or conditions.	a contract granting use or occupation of property during a specified time for a specified payment.
4.4	pass or put a vessel through a lock in a waterway	pass by means through a lock in a waterway.
4	cause to assume a condition	put into a certain state; cause to be in a certain state.
4.25	the inclusion of all members of mathematical sets	a set containing all and only the members of two or more given sets.
2.2	drench periodically with liquid while cooking	cover with liquid before cooking.
5	Raise to a higher energy level (as in physics)	raise to a higher energy level.
4.8	make certain the failure or destruction of; destine	make certain of the failure or destruction of.
1.8	function in a particular manner when moving	have certain properties when driven.
4.2	a set of pieces of creative work for showing	a set of pieces of creative work collected to be shown to potential customers or employers.
4.2	a person who takes pictures, often a professional	someone who takes photographs professionally.
4.2	Come into existence; reveal its presence or make an apprearance.	reveal its presence or make an appearance.
4.66666666666667	Reduce to small pieces by pounding or grinding.	reduce to small pieces or particles by pounding or abrading.
1.2	discern, identify, or know because of a previous experience	exhibit recognition for (an antigen or a substrate).
4.2	perform or supervise a ritual	perform (a church sacrament) ritually.
4.6	An object impairs the respiration of someone or something.	impair the respiration of or obstruct the air passage of.
2	the close approach of one object to another	the motion of one object relative to another.
5	act in accordance with rules, commands, or wishes	act in accordance with someone's rules, commands, or wishes.
3	cost or monetary value of goods or services	the high value or worth of something.
4.4	a functioning unit of a larger political organization, a cadre	a small unit serving as part of or as the nucleus of a larger political movement.
2.8	Involve as a necessary accompaniment or result; have as a logical consequence.	impose, involve, or imply as a necessary accompaniment or result.
4.6	regard with consideration or respect	regard or treat with consideration, respect, and esteem.
4	the act of lifting something	the act of raising something.
3.4	Lie at an angle; bend along a path.	to incline or bend from a vertical position.
3.2	hinder or conceal the progress or occurrence of	prevent the progress or free movement of.
0.8	The act of coming to rest after a voyage.	the act of coming down to the earth (or other surface).
4.2	Put down by force or authority; come down on or keep down by unjust use of authority.	come down on or keep down by unjust use of one's authority.
5	remove facial hair by tying a fine string around it and pulling	remove facial hair by tying a fine string around it and pulling at the string.
4.6	manage, handle, or control something	direct the course of; manage or control.
3.8	physical force that draws objects together	the force by which one object attracts another.
3.6	deal with according to routine or procedure	deal with in a routine way.
4.4	Enclose in a protective covering.	cover with a protective sheathing.
4.8	reverse a direction, attitude or course of action, perhaps perceptually.	reverse (a direction, attitude, or course of action).
4.2	a fixed entrance fee to a club or venue	a fixed charge by a restaurant or nightclub over and above the charge for food and drink.
1.2	the act of allowing, bestowing something	the act of providing a subsidy.
5	Draw in and expel air through lungs.	draw air into, and expel out of, the lungs.
5	starting page of a website	the opening page of a web site.
4.6	(Baseball) Tag the base runner to get him out.	tag the base runner to get him out.
2	(cause to) move abruptly, often making a short, sharp sound	close with a snapping motion.
3.6	people assembled together in a rhythmic movement	a party of people assembled for dancing.
4.4	a conveyance or transporter, often wheeled	a conveyance that transports people or objects.
4.6	365 days from January 1 to December 31, the Gregorian calendar	the year (reckoned from January 1 to December 31) according to Gregorian calendar.
5	Apply conditioner to make smooth and shiny.	apply conditioner to in order to make smooth and shiny.
3.8	a vote, a public and legal choosing of officials	a vote to select the winner of a position or political office.
3.4	approach a certain measurement, whether of age, speed, temperature, etc.	approach a certain age or speed.
3.6	to fill with coal or oil	fill (a ship's bunker) with coal or oil.
5	assign to a particular task	assign to a specific task.
4.6	leave isolated with little hope of rescue	leave stranded or isolated with little hope of rescue.
3.4	an organism infected with another parasitic organism or pathogen	an animal or plant that nourishes and supports a parasite; it does not benefit and is often harmed by the association.
4	make coincide in time or operation	make synchronous and adjust in time or manner.
5	confine in or as if in a prison	lock up or confine, in or as in a jail.
4.8	the forceful exhalation of air from nose or mouth	forceful exhalation through the nose or mouth.
4.4	a social system of production, distribution and consumption	the system of production and distribution and consumption.
4.2	keep something intact, maintain unchanged condition	keep in safety and protect from harm, decay, loss, or destruction.
2.8	a result or outcome of a previous cause or condition	the outcome of an event especially as relative to an individual.
4.8	regard something likely or reasonable to happen	regard something as probable or likely.
5	an increase in size as measured per unit of time	the rate of increase in size per unit time.
5	have a great affection, liking, or desire for	have a great affection or liking for.
2.8	keep something or someone under control; stop something from happening	stop for a moment, as if out of uncertainty or caution.
4.4	Find out or determine, perhaps after a calculation or investigation.	find out, learn, or determine with certainty, usually by making an inquiry or other effort.
3.75	Something that serves to suggest a certain fact.	something that serves to indicate or suggest.
4.4	A fee levied for the use of roads or bridges.	a fee levied for the use of roads or bridges (used for maintenance).
4.8	Obtain from a storage device, as of information on a computer.	obtain or retrieve from a storage device; as of information on a computer.
4.25	repeat; reestablish or begin again	reestablish on a new, usually improved, basis or make new or like new.
3	COMPUTERS: obtain data/images from magnetic tapes or with a beam of light	obtain data from magnetic tapes.
3.8	Improve or perfect by polishing, pruning, or making more concise.	improve or perfect by pruning or polishing.
5	signify or mean to express or convey	mean or intend to express or convey.
4.6	Strike heavily, especially with a fist or implement.	strike heavily, especially with the fist or a bat.
3.4	a self-propelled projectile driven by self-contained propellant	any vehicle self-propelled by a rocket engine.
4.4	Break open or apart suddenly and forcefully; separate or cause to separate; go to pieces.	separate or cause to separate abruptly.
4.2	cause to match (ideas or acts); be compatible	cause to match, as of ideas or acts.
4.4	(Cause to) be firmly attached or closed.	cause to be firmly attached.
4	a chart or map showing the dimensions, movements or progress of something	a chart or map showing the movements or progress of an object.
3.4	Identify, establish location or identity	recognize as being; establish the identity of someone or something.
2.8	put or set into, between or among	put or introduce into something.
4.2	a person or thing in the role of being a replacement for something else	a person or thing that takes or can take the place of another.
4.6	division of a university that offers degrees beyond bachelor's degree	a school in a university offering study leading to degrees beyond the bachelor's degree.
4.8	Subsist on a meager allowance or supply.	subsist on a meager allowance.
4.4	provide, raise, or supply funds to	obtain or provide money for.
4.2	an official with responsibility to supervise some domain of social activity	an official responsible for control and supervision of a particular activity or area of public interest.
4.6	The act of creating written works.	the activity of putting something in written form.
5	take or capture by force or authority	take or capture by force.
4.6	Go after with the intent to follow or catch.	go after with the intent to catch.
3.2	an official campaign against a perceived societal harm	a concerted campaign to end something that is injurious.
4.2	Remove feathers, pits, shells, skin, husks	remove shells or husks from.
3.2	aggressive willingness to battle, pugnaciousness	an aggressive willingness to compete.
4.8	Pat or squeeze, especially under the chin.	pat or squeeze fondly or playfully, especially under the chin.
4.9	give a neat appearance to, neaten	give a neat appearance to.
0	the spatial, geometric contour of an object	the set of elements common to two or more sets.
1.8	the physiological activation of an organism or organ	resist immunologically the introduction of some foreign tissue or organ.
0.6	supporter, advocate of something or someone	the act of hiring something or someone.
4.8	make up something fictional or untrue	make up something artificial or untrue.
0	regulate or set the time of (a clock)	billow up in the form of a cloud.
0	the act of substituting one thing for another	the act of testing something.
4	the foremost part of something	the first part or section of something.
1	the state of being in contact	the state of being active.
0	measure the time or duration of	make weak by stunting the growth or development of.
0.6	Create an electrical short in something.	the act of stopping something.
4.4	Move or cause to move with a sudden, jerky movement.	pull, or move with a sudden movement.
5	the concluding section of a communication	the last section of a communication.
0.6	final stage of an event or activity	make a retreat from an earlier commitment or activity.
0.4	the act of governing, administrating	the act of liberating someone or something.
0	the act of moving, turning something	the act of retaining something.
0	the state of being retained	the state of being angry.
0	hold in a given state or situation	create and charge with a task or function.
1.2	the act of putting a preparation on something.	the management of someone or something.
0.4	Soak up (as if) with a sponge.	hurl as if with a sling.
4.6	register formally as a participant	register formally as a participant or member.
0.2	The act of creating written works.	an act of delaying or interrupting the continuity.
0	the state of having options, alternatives	the act of admitting someone to enter.
0	the activity of examining or assessing something	the act of retaining something.
0.6	the act of forecasting or predicting something	the act of decreasing or reducing something.
0.2	the act of concealing or disguising	the state of inactivity following an interruption.
0	the act of providing help or aid to someone	the act of looking or seeing or observing.
1	the state of being retained	the trait of being well behaved.
1.4	Provide sexual gratification through oral stimulation.	get sexual gratification through self-stimulation.
0.4	act or do something in reaction to something	the remains of something that has been destroyed or broken up.
0.6	the quality of being useful for something	the act of changing one thing for another thing.
0	protect with or as if with a shield	separate with or as if with an instrument.
4.6	Declare invalid; take away the legal force of or render ineffective.	take away the legal force of or render ineffective.
0.2	bind somebody or become bound emotionally	be in some specified state or condition.
0.8	assimilate into the mind or a situation	lift and reset in another soil or situation.
1.26666666666667	The human act of making something new.	the speech act of making something evident.
4.26666666666667	put up with something unpleasant	put up with something or somebody unpleasant.
0	the manner in which something or someon functions or operates	the act of forcing something out by squeezing or pressing.
0	location sheltered from the wind	a portion removed from the whole.
0.8	the act of choosing or selecting	the act of looking or seeing or observing.
5	Move or cause to move with a sudden, jerky movement.	move or cause to move with a sudden jerky motion.
0	the act of intentionally omitting something	have flavor; taste of something.
1.2	the noise of something rapping against a surface	the act of applying paint to a surface.
2.6	(Cause to) form a cluster in either abstract or physical space.	cause to have, in the abstract sense or physical sense.
4.7	incline from a vertical position	to incline or bend from a vertical position.
2.2	the act of moving, turning something	the act of passing from one state or place to the next.
0	make an incision or separation	take measures in preparation for.
4.2	an established linear path of travel	an established line of travel or access.
4.4	behave in a certain way, usu. joyful	behave in a certain way.
0.2	make purer, more intense, as by removal of extraneous elements	make dirty or spotty, as by exposure to air; also used metaphorically.
0	the spatial, geometric contour of an object	the speech act of objecting.
2.8	a physical difficulty or obstacle	get despite difficulties or obstacles.
4.8	ABIDE BY: act in accordance with rules, commands, or wishes.	act in accordance with someone's rules, commands, or wishes.
0	want, desire or perfer to do something	a disagreement or argument about something important.
2.4	look at or observe something or someone	the visual appearance of something or someone.
1.2	the nature, makeup or constitution of something	change the nature, purpose, or function of something.
5	make sense of, give meaning to	make sense of; assign a meaning to.
2	move, transfer or carry something or someone	a means or agency by which something is expressed or communicated.
0.4	the state of being retained	the state of being in effect or being operative.
